id,f_valid,f_maxima,f_muyalta,f_alta,f_moderada,f_baja
3980,1.0,0.16,0.0,0.002,0.1,0.738
3981,1.0,0.218,0.0,0.002,0.164,0.617
3982,1.0,0.746,0.0,0.0,0.006,0.247
3983,1.0,0.41,0.0,0.0,0.003,0.587
3984,1.0,0.314,0.0,0.0,0.001,0.685
3985,1.0,0.19,0.0,0.0,0.004,0.806
3986,1.0,0.252,0.0,0.0,0.0,0.748
3987,1.0,0.183,0.0,0.0,0.002,0.815
3988,1.0,0.079,0.0,0.002,0.003,0.916
3989,0.93,0.599,0.0,0.0,0.0,0.4
3990,0.995,0.272,0.0,0.017,0.71,0.0
3991,1.0,0.282,0.007,0.034,0.676,0.0
3992,1.0,0.197,0.0,0.001,0.801,0.0
3993,1.0,0.131,0.0,0.044,0.825,0.0
3994,0.986,0.044,0.0,0.129,0.689,0.138
3995,0.681,0.067,0.0,0.008,0.821,0.103
3996,0.97,0.292,0.0,0.021,0.688,0.0
3997,1.0,0.125,0.0,0.07,0.332,0.474
3998,1.0,0.257,0.0,0.092,0.282,0.369
3999,1.0,0.5,0.0,0.253,0.24,0.006
4000,1.0,0.497,0.019,0.382,0.102,0.0
4001,1.0,0.369,0.004,0.47,0.156,0.0
4002,1.0,0.052,0.007,0.225,0.716,0.0
4003,1.0,0.377,0.0,0.126,0.432,0.065
4004,1.0,0.841,0.0,0.0,0.017,0.142
4005,1.0,0.919,0.0,0.0,0.029,0.051
4006,1.0,0.151,0.0,0.006,0.058,0.784
4007,1.0,0.634,0.0,0.0,0.006,0.359
4008,1.0,0.994,0.002,0.003,0.0,0.001
4009,1.0,0.997,0.0,0.003,0.0,0.0
4010,1.0,0.979,0.0,0.0,0.015,0.006
4011,1.0,0.381,0.001,0.031,0.069,0.518
4012,1.0,0.319,0.001,0.014,0.037,0.63
4013,1.0,0.422,0.0,0.04,0.013,0.526
4014,1.0,0.424,0.003,0.016,0.034,0.525
4015,1.0,0.024,0.003,0.015,0.034,0.925
4016,1.0,0.071,0.0,0.018,0.001,0.91
4017,1.0,0.036,0.0,0.011,0.004,0.948
4018,1.0,0.043,0.0,0.006,0.012,0.939
4019,1.0,0.352,0.0,0.0,0.007,0.642
4020,1.0,0.089,0.0,0.0,0.0,0.911
4021,1.0,0.014,0.0,0.0,0.0,0.986
4022,1.0,0.293,0.0,0.006,0.358,0.343
4023,1.0,0.632,0.0,0.066,0.009,0.293
4024,1.0,0.209,0.0,0.014,0.338,0.439
4025,1.0,0.05,0.005,0.014,0.473,0.459
4026,1.0,0.035,0.0,0.005,0.071,0.889
4027,1.0,0.861,0.0,0.0,0.004,0.134
4028,1.0,1.0,0.0,0.0,0.0,0.0
4029,1.0,0.969,0.0,0.0,0.029,0.003
4030,1.0,0.15,0.0,0.004,0.313,0.533
4031,1.0,0.027,0.0,0.008,0.027,0.938
4032,1.0,0.151,0.0,0.002,0.139,0.708
4033,1.0,0.04,0.004,0.042,0.101,0.813
4034,1.0,0.011,0.094,0.173,0.114,0.609
4035,1.0,0.023,0.073,0.217,0.074,0.614
4036,1.0,0.021,0.002,0.057,0.059,0.86
4037,1.0,0.027,0.0,0.01,0.107,0.855
4038,1.0,0.024,0.0,0.0,0.028,0.948
4039,1.0,0.014,0.0,0.0,0.029,0.957
4040,1.0,0.016,0.0,0.0,0.001,0.983
4041,1.0,0.051,0.0,0.0,0.003,0.946
4042,1.0,0.176,0.0,0.017,0.015,0.791
4043,1.0,0.023,0.07,0.112,0.023,0.773
4044,1.0,0.058,0.239,0.295,0.024,0.384
4045,1.0,0.411,0.152,0.236,0.015,0.186
4046,1.0,0.82,0.032,0.009,0.001,0.138
4047,1.0,1.0,0.0,0.0,0.0,0.0
4048,1.0,1.0,0.0,0.0,0.0,0.0
4049,1.0,1.0,0.0,0.0,0.0,0.0
4050,1.0,0.994,0.0,0.003,0.003,0.0
4051,1.0,0.834,0.0,0.076,0.044,0.045
4052,1.0,0.954,0.0,0.0,0.027,0.019
4053,1.0,0.506,0.0,0.002,0.027,0.466
4054,1.0,0.116,0.0,0.012,0.017,0.855
4055,1.0,0.18,0.0,0.019,0.04,0.761
4056,1.0,0.384,0.016,0.047,0.134,0.419
4057,1.0,0.123,0.039,0.252,0.311,0.276
4058,1.0,0.007,0.019,0.387,0.319,0.268
4059,1.0,0.024,0.004,0.262,0.074,0.636
4060,1.0,0.15,0.0,0.002,0.004,0.845
4061,1.0,0.397,0.007,0.02,0.041,0.534
4062,1.0,0.498,0.096,0.213,0.026,0.167
4063,1.0,0.956,0.013,0.032,0.0,0.0
4064,1.0,0.239,0.137,0.335,0.289,0.0
4065,1.0,0.017,0.01,0.724,0.249,0.0
4066,1.0,0.117,0.012,0.842,0.03,0.0
4067,1.0,0.037,0.108,0.409,0.193,0.253
4068,1.0,0.024,0.002,0.019,0.184,0.771
4069,1.0,0.173,0.0,0.003,0.158,0.666
4070,1.0,0.217,0.0,0.001,0.193,0.588
4071,1.0,0.712,0.0,0.0,0.042,0.246
4072,1.0,0.019,0.002,0.019,0.15,0.81
4073,1.0,0.085,0.015,0.276,0.101,0.522
4074,1.0,0.068,0.038,0.28,0.324,0.29
4075,1.0,0.032,0.072,0.371,0.386,0.138
4076,1.0,0.245,0.083,0.316,0.301,0.055
4077,1.0,0.435,0.065,0.305,0.195,0.0
4078,1.0,0.467,0.087,0.26,0.186,0.0
4079,1.0,0.098,0.021,0.331,0.549,0.0
4080,1.0,0.436,0.04,0.16,0.364,0.0
4081,1.0,0.197,0.157,0.279,0.367,0.0
4082,1.0,0.021,0.248,0.263,0.468,0.0
4083,1.0,0.083,0.182,0.215,0.52,0.0
4084,1.0,0.237,0.009,0.247,0.507,0.0
4085,1.0,0.265,0.071,0.356,0.308,0.0
4086,1.0,0.068,0.096,0.485,0.351,0.0
4087,1.0,0.187,0.013,0.476,0.324,0.0
4088,1.0,0.309,0.053,0.213,0.426,0.0
4089,1.0,0.361,0.101,0.538,0.0,0.0
4090,1.0,0.319,0.223,0.449,0.009,0.0
4091,1.0,0.585,0.076,0.214,0.125,0.0
4092,1.0,0.67,0.0,0.088,0.243,0.0
4093,1.0,0.384,0.0,0.221,0.395,0.0
4094,1.0,0.462,0.0,0.302,0.236,0.0
4095,1.0,0.465,0.0,0.021,0.513,0.0
4096,1.0,0.242,0.0,0.14,0.553,0.065
4097,1.0,0.472,0.0,0.041,0.387,0.1
4098,1.0,0.037,0.0,0.051,0.438,0.473
4099,1.0,0.047,0.0,0.019,0.299,0.635
4100,1.0,0.629,0.0,0.0,0.008,0.362
4101,1.0,0.908,0.0,0.0,0.0,0.091
4102,1.0,0.564,0.0,0.0,0.006,0.429
4103,1.0,0.902,0.0,0.0,0.0,0.098
4104,1.0,0.134,0.0,0.0,0.011,0.856
4105,1.0,0.219,0.0,0.0,0.002,0.779
4106,1.0,0.053,0.0,0.0,0.001,0.946
4107,1.0,0.1,0.0,0.0,0.004,0.896
4108,1.0,0.099,0.0,0.002,0.008,0.892
4109,0.86,0.428,0.0,0.0,0.572,0.0
4110,1.0,0.106,0.0,0.01,0.884,0.0
4111,1.0,0.103,0.0,0.017,0.78,0.101
4112,1.0,0.065,0.0,0.084,0.225,0.626
4113,1.0,0.049,0.0,0.083,0.546,0.322
4114,1.0,0.123,0.0,0.035,0.842,0.0
4115,1.0,0.071,0.0,0.011,0.915,0.003
4116,1.0,0.081,0.0,0.003,0.916,0.0
4117,1.0,0.247,0.0,0.042,0.711,0.0
4118,1.0,0.289,0.001,0.013,0.696,0.0
4119,1.0,0.107,0.01,0.037,0.672,0.175
4120,1.0,0.05,0.01,0.1,0.323,0.517
4121,1.0,0.472,0.0,0.017,0.197,0.314
4122,1.0,0.76,0.0,0.0,0.034,0.206
4123,1.0,0.993,0.0,0.0,0.001,0.007
4124,1.0,0.577,0.004,0.063,0.185,0.172
4125,1.0,0.246,0.0,0.0,0.009,0.744
4126,1.0,0.407,0.0,0.0,0.007,0.585
4127,1.0,0.835,0.0,0.0,0.014,0.151
4128,1.0,0.687,0.067,0.002,0.084,0.16
4129,1.0,0.379,0.052,0.057,0.162,0.35
4130,1.0,0.158,0.055,0.019,0.261,0.507
4131,1.0,0.133,0.001,0.025,0.164,0.677
4132,1.0,0.211,0.061,0.05,0.189,0.489
4133,1.0,0.713,0.012,0.052,0.003,0.219
4134,1.0,0.504,0.0,0.019,0.017,0.46
4135,1.0,0.152,0.0,0.045,0.041,0.762
4136,1.0,0.64,0.0,0.0,0.008,0.352
4137,1.0,0.477,0.0,0.0,0.003,0.52
4138,1.0,0.021,0.0,0.0,0.001,0.977
4139,1.0,0.023,0.0,0.0,0.002,0.975
4140,1.0,0.243,0.0,0.001,0.282,0.472
4141,1.0,0.703,0.0,0.017,0.205,0.075
4142,1.0,0.862,0.013,0.003,0.084,0.039
4143,1.0,0.597,0.011,0.012,0.267,0.113
4144,1.0,0.128,0.001,0.011,0.261,0.599
4145,1.0,0.728,0.0,0.001,0.103,0.167
4146,1.0,0.503,0.0,0.002,0.242,0.253
4147,1.0,0.195,0.0,0.0,0.177,0.627
4148,1.0,0.022,0.0,0.008,0.152,0.818
4149,1.0,0.074,0.001,0.002,0.265,0.657
4150,1.0,0.873,0.0,0.0,0.037,0.089
4151,1.0,0.635,0.0,0.0,0.172,0.193
4152,1.0,0.078,0.0,0.001,0.307,0.614
4153,1.0,0.097,0.0,0.002,0.033,0.868
4154,1.0,0.084,0.0,0.0,0.046,0.87
4155,1.0,0.02,0.0,0.001,0.042,0.938
4156,1.0,0.032,0.0,0.009,0.071,0.888
4157,1.0,0.066,0.0,0.001,0.015,0.919
4158,1.0,0.034,0.0,0.0,0.003,0.963
4159,1.0,0.074,0.0,0.0,0.003,0.922
4160,1.0,0.013,0.0,0.0,0.041,0.946
4161,1.0,0.014,0.099,0.223,0.118,0.545
4162,1.0,0.459,0.065,0.267,0.099,0.111
4163,1.0,0.998,0.0,0.0,0.0,0.002
4164,1.0,1.0,0.0,0.0,0.0,0.0
4165,1.0,1.0,0.0,0.0,0.0,0.0
4166,1.0,1.0,0.0,0.0,0.0,0.0
4167,1.0,0.997,0.0,0.0,0.003,0.0
4168,1.0,0.895,0.0,0.01,0.069,0.026
4169,1.0,0.503,0.002,0.232,0.227,0.035
4170,1.0,0.534,0.009,0.174,0.17,0.113
4171,1.0,0.068,0.013,0.17,0.071,0.678
4172,1.0,0.1,0.0,0.177,0.07,0.653
4173,1.0,0.331,0.006,0.11,0.221,0.332
4174,1.0,0.039,0.0,0.128,0.549,0.284
4175,1.0,0.059,0.027,0.238,0.455,0.221
4176,1.0,0.079,0.006,0.031,0.089,0.794
4177,1.0,0.29,0.0,0.01,0.075,0.625
4178,1.0,0.503,0.01,0.02,0.014,0.452
4179,1.0,0.234,0.07,0.047,0.087,0.561
4180,1.0,0.67,0.084,0.197,0.005,0.043
4181,1.0,0.935,0.004,0.008,0.008,0.045
4182,1.0,0.056,0.005,0.047,0.188,0.704
4183,1.0,0.025,0.0,0.081,0.114,0.78
4184,1.0,0.039,0.008,0.126,0.192,0.635
4185,1.0,0.021,0.015,0.05,0.571,0.343
4186,1.0,0.02,0.006,0.011,0.317,0.645
4187,1.0,0.019,0.0,0.001,0.451,0.529
4188,1.0,0.041,0.002,0.065,0.56,0.331
4189,1.0,0.1,0.027,0.185,0.353,0.335
4190,1.0,0.188,0.024,0.458,0.21,0.119
4191,1.0,0.363,0.074,0.421,0.142,0.0
4192,1.0,0.809,0.03,0.116,0.045,0.0
4193,1.0,0.878,0.006,0.11,0.005,0.0
4194,1.0,0.985,0.001,0.014,0.0,0.0
4195,1.0,1.0,0.0,0.0,0.0,0.0
4196,1.0,0.847,0.015,0.059,0.079,0.0
4197,1.0,0.057,0.009,0.181,0.752,0.0
4198,1.0,0.128,0.025,0.155,0.692,0.0
4199,1.0,0.024,0.041,0.205,0.73,0.0
4200,1.0,0.248,0.012,0.024,0.715,0.0
4201,1.0,0.098,0.014,0.094,0.793,0.0
4202,1.0,0.081,0.049,0.227,0.642,0.0
4203,1.0,0.278,0.063,0.343,0.316,0.0
4204,1.0,0.643,0.018,0.285,0.054,0.0
4205,1.0,0.261,0.003,0.459,0.278,0.0
4206,1.0,0.597,0.004,0.376,0.023,0.0
4207,1.0,0.646,0.013,0.277,0.064,0.0
4208,1.0,0.217,0.094,0.505,0.183,0.0
4209,1.0,0.382,0.099,0.298,0.221,0.0
4210,1.0,0.213,0.019,0.198,0.57,0.0
4211,1.0,0.687,0.003,0.191,0.119,0.0
4212,1.0,0.827,0.0,0.046,0.127,0.0
4213,1.0,0.761,0.0,0.082,0.157,0.0
4214,1.0,0.614,0.0,0.057,0.329,0.0
4215,1.0,0.749,0.0,0.096,0.155,0.0
4216,1.0,0.447,0.0,0.106,0.447,0.0
4217,1.0,0.284,0.003,0.128,0.578,0.007
4218,1.0,0.329,0.0,0.112,0.332,0.227
4219,1.0,0.186,0.0,0.096,0.329,0.388
4220,1.0,0.694,0.0,0.03,0.092,0.184
4221,1.0,0.843,0.0,0.053,0.06,0.043
4222,1.0,0.575,0.001,0.145,0.205,0.074
4223,1.0,0.255,0.0,0.199,0.498,0.048
4224,1.0,0.077,0.021,0.245,0.424,0.233
4225,1.0,0.208,0.046,0.114,0.039,0.594
4226,1.0,0.311,0.0,0.005,0.003,0.682
4227,0.59,0.241,0.0,0.01,0.749,0.0
4228,0.831,0.238,0.0,0.031,0.731,0.0
4229,1.0,0.043,0.0,0.058,0.9,0.0
4230,1.0,0.073,0.008,0.023,0.629,0.267
4231,1.0,0.022,0.0,0.012,0.372,0.595
4232,1.0,0.102,0.0,0.082,0.407,0.41
4233,1.0,0.167,0.0,0.022,0.81,0.0
4234,1.0,0.116,0.0,0.008,0.781,0.095
4235,1.0,0.143,0.0,0.023,0.834,0.0
4236,1.0,0.369,0.0,0.0,0.631,0.0
4237,1.0,0.159,0.005,0.062,0.773,0.0
4238,1.0,0.149,0.023,0.26,0.53,0.039
4239,1.0,0.318,0.009,0.142,0.225,0.306
4240,1.0,0.172,0.0,0.197,0.421,0.21
4241,1.0,0.114,0.0,0.043,0.674,0.168
4242,1.0,0.368,0.016,0.251,0.301,0.065
4243,1.0,0.443,0.0,0.21,0.328,0.019
4244,1.0,0.139,0.0,0.055,0.447,0.359
4245,1.0,0.014,0.0,0.072,0.075,0.838
4246,1.0,0.065,0.0,0.153,0.23,0.553
4247,1.0,0.029,0.0,0.093,0.405,0.473
4248,1.0,0.023,0.0,0.01,0.585,0.383
4249,1.0,0.083,0.012,0.002,0.479,0.425
4250,1.0,0.395,0.106,0.024,0.228,0.247
4251,1.0,0.613,0.011,0.039,0.11,0.227
4252,1.0,0.177,0.006,0.046,0.111,0.661
4253,1.0,0.055,0.0,0.0,0.007,0.939
4254,1.0,0.069,0.0,0.0,0.001,0.93
4255,1.0,0.222,0.0,0.0,0.002,0.777
4256,1.0,0.184,0.0,0.0,0.0,0.816
4257,1.0,0.048,0.0,0.0,0.004,0.948
4258,1.0,0.23,0.0,0.0,0.008,0.762
4259,1.0,0.283,0.0,0.007,0.17,0.54
4260,1.0,0.179,0.0,0.016,0.159,0.647
4261,1.0,0.669,0.028,0.004,0.252,0.046
4262,1.0,0.112,0.0,0.02,0.427,0.441
4263,1.0,0.112,0.0,0.015,0.353,0.521
4264,1.0,0.119,0.0,0.003,0.077,0.801
4265,1.0,0.057,0.0,0.006,0.024,0.913
4266,1.0,0.077,0.0,0.016,0.048,0.859
4267,1.0,0.047,0.0,0.049,0.022,0.882
4268,1.0,0.156,0.001,0.001,0.203,0.639
4269,1.0,0.627,0.0,0.002,0.046,0.325
4270,1.0,0.477,0.0,0.002,0.12,0.401
4271,1.0,0.026,0.003,0.005,0.297,0.669
4272,1.0,0.037,0.0,0.008,0.004,0.951
4273,1.0,0.141,0.0,0.0,0.053,0.805
4274,1.0,0.049,0.0,0.0,0.077,0.874
4275,1.0,0.043,0.0,0.004,0.106,0.847
4276,1.0,0.067,0.0,0.004,0.052,0.877
4277,1.0,0.134,0.0,0.0,0.032,0.833
4278,1.0,0.262,0.0,0.002,0.025,0.711
4279,1.0,0.189,0.0,0.034,0.042,0.735
4280,1.0,0.132,0.0,0.127,0.148,0.593
4281,1.0,0.116,0.001,0.252,0.347,0.284
4282,1.0,0.129,0.0,0.035,0.169,0.668
4283,1.0,0.317,0.0,0.061,0.044,0.578
4284,1.0,0.793,0.0,0.07,0.05,0.087
4285,1.0,0.806,0.0,0.0,0.003,0.19
4286,1.0,0.338,0.0,0.014,0.322,0.325
4287,1.0,0.16,0.0,0.005,0.32,0.515
4288,1.0,0.56,0.0,0.002,0.018,0.42
4289,1.0,0.403,0.004,0.085,0.146,0.362
4290,1.0,0.319,0.053,0.148,0.118,0.362
4291,1.0,0.279,0.145,0.082,0.147,0.347
4292,1.0,0.069,0.007,0.072,0.398,0.454
4293,1.0,0.042,0.0,0.027,0.227,0.705
4294,1.0,0.196,0.02,0.215,0.073,0.495
4295,1.0,0.325,0.018,0.111,0.03,0.516
4296,1.0,0.056,0.123,0.097,0.098,0.627
4297,1.0,0.243,0.004,0.024,0.019,0.71
4298,1.0,0.11,0.066,0.02,0.074,0.729
4299,1.0,0.272,0.016,0.036,0.031,0.645
4300,1.0,0.275,0.013,0.045,0.038,0.629
4301,1.0,0.015,0.002,0.007,0.023,0.953
4302,1.0,0.026,0.0,0.003,0.089,0.882
4303,1.0,0.022,0.004,0.014,0.364,0.596
4304,1.0,0.089,0.012,0.115,0.173,0.611
4305,1.0,0.09,0.017,0.112,0.78,0.001
4306,1.0,0.332,0.008,0.255,0.356,0.049
4307,1.0,0.623,0.013,0.198,0.166,0.0
4308,1.0,0.737,0.005,0.066,0.191,0.0
4309,1.0,0.736,0.001,0.156,0.106,0.0
4310,1.0,0.477,0.0,0.284,0.239,0.0
4311,1.0,0.573,0.01,0.14,0.277,0.0
4312,1.0,0.574,0.007,0.151,0.267,0.0
4313,1.0,0.816,0.0,0.058,0.126,0.0
4314,1.0,1.0,0.0,0.0,0.0,0.0
4315,1.0,0.306,0.048,0.313,0.333,0.0
4316,1.0,0.169,0.004,0.214,0.614,0.0
4317,1.0,0.189,0.047,0.115,0.649,0.0
4318,1.0,0.381,0.008,0.122,0.489,0.0
4319,1.0,0.805,0.002,0.064,0.128,0.0
4320,1.0,0.799,0.031,0.058,0.112,0.0
4321,1.0,0.92,0.011,0.063,0.006,0.0
4322,1.0,0.798,0.0,0.166,0.036,0.0
4323,1.0,0.202,0.001,0.519,0.279,0.0
4324,1.0,0.09,0.0,0.253,0.657,0.0
4325,1.0,0.405,0.014,0.194,0.387,0.0
4326,1.0,0.776,0.0,0.048,0.176,0.0
4327,1.0,0.304,0.0,0.116,0.58,0.0
4328,1.0,0.026,0.036,0.368,0.57,0.0
4329,1.0,0.075,0.017,0.468,0.44,0.0
4330,1.0,0.326,0.067,0.307,0.3,0.0
4331,1.0,0.271,0.011,0.166,0.552,0.0
4332,1.0,0.469,0.001,0.343,0.188,0.0
4333,1.0,0.539,0.004,0.402,0.056,0.0
4334,0.864,0.118,0.006,0.463,0.414,0.0
4335,0.618,0.233,0.0,0.496,0.271,0.0
4336,0.966,0.58,0.001,0.388,0.03,0.0
4337,1.0,0.628,0.0,0.372,0.0,0.0
4338,0.996,0.129,0.0,0.822,0.049,0.0
4339,0.688,0.447,0.001,0.2,0.352,0.0
4340,1.0,0.347,0.0,0.035,0.618,0.0
4341,1.0,0.113,0.022,0.239,0.566,0.059
4342,1.0,0.138,0.03,0.071,0.072,0.689
4343,1.0,0.516,0.0,0.003,0.008,0.473
4344,0.782,0.709,0.0,0.013,0.05,0.228
4345,0.659,0.396,0.001,0.014,0.574,0.016
4346,0.889,0.243,0.0,0.009,0.746,0.002
4347,0.947,0.369,0.0,0.031,0.6,0.0
4348,1.0,0.076,0.0,0.07,0.854,0.0
4349,1.0,0.2,0.0,0.106,0.231,0.462
4350,1.0,0.324,0.0,0.001,0.146,0.529
4351,1.0,0.032,0.0,0.014,0.323,0.631
4352,1.0,0.057,0.0,0.047,0.29,0.606
4353,1.0,0.089,0.0,0.0,0.165,0.746
4354,1.0,0.143,0.0,0.001,0.183,0.673
4355,1.0,0.114,0.0,0.002,0.607,0.277
4356,1.0,0.366,0.0,0.073,0.546,0.014
4357,1.0,0.5,0.007,0.123,0.37,0.0
4358,1.0,0.225,0.013,0.09,0.673,0.0
4359,1.0,0.266,0.0,0.149,0.585,0.0
4360,1.0,0.468,0.0,0.033,0.499,0.0
4361,1.0,0.451,0.0,0.072,0.478,0.0
4362,1.0,0.501,0.0,0.023,0.447,0.028
4363,1.0,0.106,0.0,0.035,0.621,0.237
4364,1.0,0.111,0.0,0.131,0.719,0.039
4365,1.0,0.37,0.022,0.204,0.292,0.112
4366,1.0,0.536,0.002,0.007,0.087,0.367
4367,1.0,0.306,0.054,0.084,0.194,0.362
4368,1.0,0.289,0.053,0.054,0.133,0.47
4369,1.0,0.033,0.038,0.004,0.097,0.828
4370,1.0,0.047,0.0,0.0,0.025,0.928
4371,1.0,0.06,0.0,0.0,0.041,0.9
4372,1.0,0.055,0.0,0.0,0.041,0.904
4373,1.0,0.157,0.0,0.0,0.01,0.832
4374,1.0,0.108,0.0,0.0,0.021,0.871
4375,1.0,0.192,0.0,0.0,0.002,0.806
4376,1.0,0.069,0.0,0.005,0.001,0.925
4377,1.0,0.505,0.0,0.0,0.0,0.494
4378,1.0,0.278,0.0,0.001,0.0,0.721
4379,1.0,0.146,0.0,0.002,0.008,0.844
4380,1.0,0.159,0.0,0.015,0.251,0.576
4381,1.0,0.08,0.0,0.008,0.098,0.815
4382,1.0,0.076,0.0,0.0,0.003,0.921
4383,1.0,0.027,0.0,0.014,0.025,0.933
4384,1.0,0.016,0.0,0.007,0.028,0.95
4385,1.0,0.027,0.0,0.001,0.087,0.884
4386,1.0,0.063,0.0,0.0,0.002,0.935
4387,1.0,0.076,0.0,0.0,0.002,0.922
4388,1.0,0.027,0.0,0.001,0.002,0.97
4389,1.0,0.122,0.0,0.011,0.034,0.833
4390,1.0,0.066,0.002,0.008,0.046,0.878
4391,1.0,0.031,0.0,0.016,0.016,0.937
4392,1.0,0.019,0.0,0.005,0.0,0.976
4393,1.0,0.018,0.0,0.0,0.015,0.967
4394,1.0,0.012,0.0,0.005,0.137,0.847
4395,1.0,0.02,0.0,0.002,0.157,0.821
4396,1.0,0.031,0.0,0.001,0.137,0.83
4397,1.0,0.095,0.0,0.006,0.144,0.754
4398,1.0,0.051,0.0,0.013,0.124,0.813
4399,1.0,0.048,0.0,0.0,0.028,0.924
4400,1.0,0.031,0.0,0.012,0.101,0.856
4401,1.0,0.049,0.0,0.003,0.07,0.877
4402,1.0,0.063,0.0,0.005,0.083,0.849
4403,1.0,0.13,0.001,0.002,0.048,0.819
4404,1.0,0.101,0.0,0.002,0.016,0.881
4405,1.0,0.105,0.0,0.0,0.012,0.882
4406,1.0,0.113,0.0,0.0,0.017,0.87
4407,1.0,0.089,0.001,0.005,0.03,0.875
4408,1.0,0.131,0.0,0.003,0.044,0.821
4409,1.0,0.206,0.0,0.0,0.028,0.766
4410,1.0,0.179,0.004,0.029,0.04,0.748
4411,1.0,0.196,0.007,0.149,0.169,0.48
4412,1.0,0.13,0.037,0.153,0.069,0.611
4413,1.0,0.069,0.157,0.206,0.032,0.536
4414,1.0,0.077,0.048,0.313,0.03,0.532
4415,1.0,0.094,0.183,0.29,0.075,0.358
4416,1.0,0.057,0.001,0.016,0.08,0.846
4417,1.0,0.1,0.0,0.002,0.034,0.865
4418,1.0,0.064,0.0,0.016,0.05,0.869
4419,1.0,0.03,0.009,0.131,0.073,0.756
4420,1.0,0.007,0.0,0.003,0.038,0.951
4421,1.0,0.013,0.007,0.049,0.211,0.72
4422,1.0,0.012,0.015,0.298,0.511,0.165
4423,1.0,0.142,0.0,0.42,0.437,0.0
4424,1.0,0.653,0.0,0.194,0.153,0.0
4425,1.0,0.791,0.0,0.11,0.099,0.0
4426,1.0,0.776,0.0,0.054,0.17,0.0
4427,1.0,0.42,0.002,0.122,0.455,0.0
4428,1.0,0.26,0.069,0.228,0.444,0.0
4429,1.0,0.071,0.035,0.356,0.538,0.0
4430,1.0,0.029,0.029,0.687,0.255,0.0
4431,1.0,0.27,0.018,0.482,0.23,0.0
4432,1.0,0.731,0.007,0.189,0.074,0.0
4433,1.0,0.601,0.01,0.243,0.147,0.0
4434,1.0,0.232,0.133,0.328,0.307,0.0
4435,1.0,0.114,0.113,0.332,0.441,0.0
4436,1.0,0.447,0.073,0.114,0.367,0.0
4437,1.0,0.764,0.014,0.075,0.146,0.0
4438,1.0,0.894,0.045,0.045,0.016,0.0
4439,1.0,0.766,0.004,0.077,0.152,0.0
4440,1.0,0.591,0.021,0.123,0.265,0.0
4441,1.0,0.168,0.032,0.314,0.486,0.0
4442,1.0,0.077,0.0,0.684,0.239,0.0
4443,1.0,0.201,0.0,0.578,0.221,0.0
4444,1.0,0.611,0.0,0.195,0.194,0.0
4445,1.0,0.628,0.002,0.168,0.202,0.0
4446,1.0,0.825,0.0,0.079,0.096,0.0
4447,1.0,0.675,0.0,0.063,0.261,0.0
4448,0.793,0.681,0.003,0.26,0.057,0.0
4449,0.915,0.545,0.007,0.357,0.091,0.0
4450,0.699,0.204,0.014,0.725,0.056,0.0
4451,0.498,0.563,0.001,0.1,0.134,0.201
4452,0.702,0.683,0.0,0.0,0.0,0.317
4453,0.519,0.955,0.0,0.0,0.0,0.045
4454,0.967,0.3,0.0,0.002,0.698,0.0
4455,1.0,0.164,0.0,0.014,0.822,0.0
4456,1.0,0.114,0.0,0.01,0.474,0.402
4457,1.0,0.039,0.0,0.0,0.282,0.679
4458,1.0,0.214,0.0,0.004,0.127,0.654
4459,1.0,0.779,0.0,0.013,0.049,0.159
4460,1.0,0.159,0.0,0.001,0.261,0.58
4461,1.0,0.081,0.0,0.005,0.117,0.797
4462,1.0,0.285,0.0,0.003,0.044,0.668
4463,1.0,0.279,0.011,0.013,0.037,0.661
4464,1.0,0.441,0.0,0.019,0.316,0.224
4465,1.0,0.279,0.001,0.036,0.651,0.033
4466,1.0,0.275,0.026,0.059,0.424,0.217
4467,1.0,0.231,0.023,0.078,0.487,0.181
4468,1.0,0.379,0.0,0.011,0.233,0.377
4469,1.0,0.884,0.0,0.0,0.098,0.018
4470,1.0,0.814,0.0,0.062,0.124,0.0
4471,1.0,0.425,0.002,0.004,0.035,0.534
4472,1.0,0.056,0.005,0.008,0.106,0.825
4473,1.0,0.038,0.0,0.074,0.142,0.746
4474,1.0,0.244,0.0,0.004,0.105,0.647
4475,1.0,0.298,0.012,0.026,0.003,0.661
4476,1.0,0.202,0.0,0.0,0.047,0.75
4477,1.0,0.047,0.0,0.0,0.006,0.947
4478,1.0,0.021,0.0,0.0,0.003,0.977
4479,1.0,0.019,0.0,0.0,0.042,0.939
4480,1.0,0.03,0.0,0.0,0.021,0.949
4481,1.0,0.094,0.0,0.0,0.0,0.906
4482,1.0,0.036,0.0,0.0,0.018,0.946
4483,1.0,0.209,0.0,0.0,0.028,0.763
4484,1.0,0.109,0.0,0.003,0.039,0.85
4485,1.0,0.147,0.0,0.0,0.009,0.844
4486,1.0,0.2,0.0,0.003,0.02,0.776
4487,1.0,0.281,0.0,0.0,0.039,0.679
4488,1.0,0.146,0.0,0.001,0.05,0.802
4489,1.0,0.108,0.0,0.001,0.008,0.882
4490,1.0,0.014,0.007,0.051,0.036,0.892
4491,1.0,0.02,0.004,0.026,0.046,0.905
4492,1.0,0.019,0.002,0.066,0.047,0.866
4493,1.0,0.03,0.0,0.0,0.008,0.962
4494,1.0,0.142,0.0,0.0,0.001,0.857
4495,1.0,0.03,0.0,0.0,0.001,0.969
4496,1.0,0.026,0.0,0.0,0.146,0.828
