id,isa_val,eol_val,eol_dev,patch_ha
4120,8.26,3.52,0.395,150236
4121,4.74,1.9,0.206,150236
4122,2.26,0.37,0.04,150236
4123,0.07,0.0,0.0,150236
4124,3.46,0.74,0.081,359348
4125,7.29,1.66,0.19,359348
4126,5.74,2.83,0.307,359348
4127,1.47,1.27,0.154,359348
4128,2.46,2.25,0.244,359348
4129,5.09,3.36,0.363,359348
4130,7.06,3.95,0.406,359348
4131,7.59,5.08,0.593,359348
4132,6.58,4.1,0.501,359348
4133,2.37,1.51,0.181,359348
4134,4.39,3.34,0.408,359348
4135,7.76,5.52,0.63,359348
4136,3.33,2.05,0.244,359348
4137,4.92,1.97,0.217,359348
4138,9.33,6.94,0.741,118112
4139,9.11,7.54,0.829,118112
4140,6.61,3.65,0.449,427656
4141,2.5,2.19,0.278,427656
4142,1.14,0.97,0.119,427656
4143,3.38,2.32,0.303,427656
4144,7.67,4.96,0.632,427656
4145,2.37,1.46,0.19,1425660
4146,4.32,3.19,0.406,1425660
4147,7.26,5.02,0.611,1425660
4148,8.89,5.39,0.637,1425660
4149,8.35,6.27,0.745,1425660
4150,1.13,0.57,0.07,1425660
4151,3.22,2.11,0.258,1425660
4152,8.33,6.13,0.739,1425660
4153,8.87,6.57,0.701,1425660
4154,9.04,6.81,0.709,1425660
4155,9.64,7.89,0.818,1425660
4156,9.3,4.61,0.496,1425660
4157,9.14,5.44,0.584,1425660
4158,9.5,6.41,0.689,1425660
4159,9.01,5.11,0.552,1425660
4160,9.37,6.18,0.716,117860
4161,7.9,4.79,0.496,117860
4162,3.89,3.19,0.184,117860
4163,0.01,0.01,0.002,28284
4164,0.0,0.0,0.0,0
4165,0.0,0.0,0.0,0
4166,0.0,0.0,0.0,0
4167,0.02,0.0,0.0,375916
4168,0.9,0.65,0.08,375916
4169,3.81,2.62,0.298,1916
4170,3.68,2.75,0.265,375916
4171,8.17,6.11,0.633,375916
4172,7.91,7.03,0.772,375916
4173,5.62,4.49,0.496,375916
4174,8.0,5.11,0.571,375916
4175,7.65,6.01,0.46,375916
4176,8.58,7.69,0.84,375916
4177,6.62,5.46,0.607,611828
4178,4.6,3.45,0.379,611828
4179,6.8,5.32,0.593,611828
4180,2.17,0.46,0.055,611828
4181,0.56,0.55,0.059,611828
4182,8.74,7.93,0.74,611828
4183,8.85,7.18,0.716,611828
4184,8.7,7.42,0.689,611828
4185,8.3,7.3,0.723,611828
4186,8.77,8.38,0.917,611828
4187,8.58,8.44,0.968,611828
4188,8.14,5.36,0.569,611828
4189,7.55,5.62,0.367,611828
4190,6.29,4.04,0.087,611828
4191,4.55,2.52,0.0,912
4192,1.3,0.45,0.0,2292
4193,0.84,0.33,0.0,2228
4194,0.11,0.05,0.0,0
4195,0.0,0.0,0.0,0
4196,1.1,0.61,0.017,66084
4197,7.22,4.85,0.279,66084
4198,6.67,4.71,0.198,66084
4199,7.44,3.81,0.093,63608
4200,5.83,4.28,0.366,63608
4201,6.88,5.29,0.598,63608
4202,6.81,5.75,0.463,63608
4203,5.25,3.54,0.12,63608
4204,2.53,1.09,0.001,644
4205,5.45,2.24,0.011,16572
4206,2.86,1.85,0.0,264
4207,2.54,1.95,0.008,9256
4208,5.55,4.0,0.072,9256
4209,4.29,2.9,0.04,9256
4210,5.79,3.92,0.166,6440
4211,2.21,1.17,0.02,6440
4212,1.29,0.79,0.022,1260
4213,1.77,1.15,0.044,367584
4214,2.96,1.77,0.129,367584
4215,1.87,1.17,0.057,367584
4216,4.22,3.25,0.316,367584
4217,5.51,3.32,0.264,367584
4218,5.62,4.17,0.264,367584
4219,7.03,5.67,0.438,367584
4220,2.72,2.0,0.154,367584
4221,1.26,0.31,0.026,77784
4222,3.33,1.51,0.029,77784
4223,5.74,4.06,0.052,77784
4224,7.46,4.0,0.138,77784
4225,7.08,1.11,0.098,275064
4226,6.51,2.72,0.297,275064
4227,6.16,1.96,0.254,11580
4228,6.06,2.2,0.271,378572
4229,7.75,4.09,0.51,378572
4230,7.91,2.22,0.272,378572
4231,8.55,7.03,0.856,378572
4232,7.84,4.41,0.48,378572
4233,6.74,0.54,0.068,378572
4234,7.29,0.59,0.076,378572
4235,6.86,0.8,0.105,378572
4236,5.06,0.04,0.005,378572
4237,6.64,0.76,0.102,150236
4238,6.51,2.04,0.099,150236
4239,5.69,1.93,0.123,150236
4240,6.65,1.36,0.137,150236
4241,7.3,1.24,0.148,150236
4242,4.86,0.82,0.038,150236
4243,4.32,1.0,0.051,359348
4244,7.43,2.95,0.325,359348
4245,8.94,6.71,0.734,359348
4246,7.98,4.43,0.478,359348
4247,8.13,6.75,0.761,359348
4248,8.25,5.89,0.758,359348
4249,7.72,5.13,0.641,359348
4250,4.82,3.37,0.425,359348
4251,3.22,1.66,0.182,359348
4252,7.25,4.35,0.482,359348
4253,9.09,6.48,0.716,359348
4254,8.88,4.35,0.469,359348
4255,7.39,1.93,0.207,359348
4256,7.79,4.1,0.437,118112
4257,9.08,4.71,0.502,118112
4258,7.14,4.67,0.537,118112
4259,6.47,3.18,0.378,427656
4260,7.34,3.88,0.485,427656
4261,2.71,1.37,0.171,427656
4262,7.67,4.84,0.609,427656
4263,7.84,5.92,0.707,427656
4264,8.05,5.21,0.608,1425660
4265,8.92,5.89,0.662,1425660
4266,8.79,6.52,0.717,1425660
4267,8.44,6.82,0.79,1425660
4268,7.54,4.5,0.54,1425660
4269,3.38,2.32,0.273,319332
4270,4.67,3.43,0.423,206588
4271,8.71,6.36,0.779,206588
4272,9.18,6.74,0.731,206588
4273,8.27,6.85,0.734,206588
4274,9.21,6.61,0.707,1425660
4275,9.32,6.11,0.66,1425660
4276,8.97,5.31,0.572,1425660
4277,8.31,3.55,0.384,1425660
4278,7.07,2.76,0.297,1425660
4279,7.51,3.26,0.367,117860
4280,7.84,4.34,0.476,117860
4281,7.27,6.35,0.727,117860
4282,7.8,4.65,0.542,28284
4283,6.06,3.78,0.414,28284
4284,1.68,0.93,0.102,28284
4285,1.86,0.48,0.052,28284
4286,5.93,2.65,0.314,375916
4287,7.66,4.22,0.487,375916
4288,4.16,2.14,0.234,375916
4289,5.27,2.29,0.23,375916
4290,5.82,3.73,0.375,375916
4291,6.05,4.38,0.384,375916
4292,8.16,5.25,0.555,375916
4293,8.87,6.86,0.759,375916
4294,6.88,4.39,0.408,611828
4295,6.01,3.1,0.347,611828
4296,8.1,5.36,0.598,611828
4297,7.04,5.59,0.623,611828
4298,7.98,5.65,0.639,611828
4299,6.79,4.92,0.547,611828
4300,6.5,4.95,0.582,611828
4301,9.39,8.04,0.883,611828
4302,9.31,8.32,0.912,611828
4303,8.92,8.25,0.859,611828
4304,8.25,7.82,0.749,611828
4305,7.17,6.57,0.67,611828
4306,5.09,4.54,0.319,611828
4307,2.74,1.52,0.004,611828
4308,1.97,0.94,0.032,611828
4309,1.92,1.37,0.019,611828
4310,3.79,2.29,0.0,15300
4311,3.12,1.86,0.004,15300
4312,3.13,2.18,0.007,8620
4313,1.35,1.0,0.0,8620
4314,0.0,0.0,0.0,0
4315,5.11,4.17,0.173,66084
4316,6.42,3.97,0.083,66084
4317,6.14,3.71,0.295,66084
4318,4.68,2.8,0.199,63608
4319,1.45,1.23,0.097,63608
4320,1.45,0.98,0.075,63608
4321,0.55,0.49,0.006,63608
4322,1.44,1.07,0.007,63608
4323,5.78,3.25,0.016,16572
4324,6.83,4.34,0.125,16572
4325,4.39,2.12,0.055,16572
4326,1.7,1.04,0.094,9256
4327,5.33,3.24,0.158,9256
4328,7.25,3.63,0.052,9256
4329,6.83,3.11,0.018,8252
4330,4.82,2.23,0.053,7316
4331,5.47,2.62,0.086,7316
4332,3.89,1.43,0.01,7316
4333,3.22,0.3,0.0,308
4334,6.38,4.36,0.026,3852
4335,5.51,2.88,0.027,3852
4336,2.96,1.05,0.0,3852
4337,2.6,1.58,0.0,0
4338,6.24,3.49,0.003,367584
4339,4.2,2.17,0.103,2368
4340,4.96,3.33,0.116,77784
4341,6.73,3.84,0.09,77784
4342,7.87,3.49,0.331,77784
4343,4.58,1.83,0.2,275064
4344,2.58,0.6,0.067,275064
4345,4.91,0.7,0.087,7364
4346,6.08,1.01,0.13,21580
4347,5.02,1.07,0.131,378572
4348,7.47,3.22,0.402,378572
4349,7.13,2.98,0.295,378572
4350,6.23,4.87,0.557,378572
4351,8.8,5.57,0.542,378572
4352,8.62,2.39,0.268,378572
4353,8.55,1.9,0.209,378572
4354,7.98,2.05,0.226,378572
4355,7.57,1.31,0.155,378572
4356,4.98,0.97,0.131,150236
4357,3.8,1.53,0.168,150236
4358,5.9,1.36,0.153,17260
4359,5.55,2.72,0.095,17260
4360,4.24,1.79,0.22,150236
4361,4.28,1.88,0.221,150236
4362,4.03,2.98,0.38,58084
4363,7.47,3.83,0.4,359348
4364,7.02,3.55,0.298,359348
4365,4.9,1.38,0.045,359348
4366,4.11,1.13,0.12,359348
4367,5.64,2.97,0.383,359348
4368,6.0,2.84,0.347,359348
4369,8.53,5.88,0.698,359348
4370,8.93,6.16,0.687,359348
4371,8.92,5.04,0.568,359348
4372,9.13,4.4,0.475,359348
4373,8.02,2.62,0.284,359348
4374,8.55,5.03,0.541,146796
4375,7.71,2.98,0.318,146796
4376,8.72,5.29,0.586,118112
4377,4.51,1.94,0.234,118112
4378,6.78,2.73,0.306,427656
4379,8.04,4.65,0.512,427656
4380,7.43,4.62,0.576,427656
4381,8.47,6.85,0.787,427656
4382,9.03,6.28,0.674,427656
4383,9.28,5.93,0.638,319332
4384,9.47,6.27,0.694,319332
4385,9.37,7.7,0.84,319332
4386,8.92,3.71,0.397,319332
4387,8.89,4.79,0.525,319332
4388,9.36,6.64,0.726,319332
4389,8.32,5.95,0.648,319332
4390,8.7,6.88,0.769,206588
4391,9.31,6.41,0.685,206588
4392,9.45,6.45,0.705,206588
4393,9.46,6.59,0.726,206588
4394,9.51,5.96,0.653,206588
4395,9.49,5.99,0.629,206588
4396,9.26,5.06,0.543,206588
4397,8.53,4.84,0.533,206588
4398,9.06,6.75,0.731,89260
4399,9.18,5.19,0.561,89260
4400,9.28,4.96,0.536,89260
4401,9.28,6.48,0.678,89260
4402,9.09,5.1,0.546,89260
4403,8.33,4.08,0.444,89260
4404,8.56,6.06,0.65,89260
4405,8.66,5.51,0.59,89260
4406,8.57,5.62,0.602,375916
4407,8.73,6.77,0.728,375916
4408,8.29,5.72,0.616,375916
4409,7.59,3.82,0.411,611828
4410,7.75,6.6,0.703,611828
4411,6.84,5.02,0.54,611828
4412,7.51,5.68,0.607,611828
4413,7.43,3.83,0.455,611828
4414,7.71,4.21,0.49,611828
4415,7.08,3.47,0.384,611828
4416,8.86,8.06,0.937,611828
4417,8.6,6.61,0.736,611828
4418,8.6,7.68,0.915,611828
4419,8.4,6.63,0.814,611828
4420,9.15,7.4,0.9,611828
4421,9.03,7.66,0.821,611828
4422,7.7,6.81,0.338,611828
4423,6.31,4.96,0.197,611828
4424,2.5,2.04,0.003,14024
4425,1.53,1.35,0.004,14024
4426,1.68,1.38,0.029,15300
4427,4.28,3.12,0.106,15300
4428,5.28,4.07,0.1,15300
4429,6.82,3.52,0.053,15300
4430,6.94,4.33,0.001,15300
4431,5.21,3.54,0.068,8620
4432,1.93,1.2,0.012,8620
4433,2.94,1.52,0.043,5972
4434,5.4,3.38,0.101,66084
4435,6.42,3.18,0.013,66084
4436,4.09,2.44,0.019,63608
4437,1.74,1.08,0.023,63608
4438,0.63,0.2,0.0,1516
4439,1.77,0.38,0.01,6088
4440,3.05,1.12,0.03,6088
4441,6.13,3.2,0.093,16572
4442,6.52,4.79,0.076,16572
4443,5.56,3.36,0.012,16572
4444,2.87,1.53,0.04,16572
4445,2.79,0.78,0.015,1464
4446,1.29,0.84,0.029,8252
4447,2.45,1.84,0.087,8252
4448,2.26,1.43,0.003,7316
4449,3.14,1.67,0.008,7316
4450,5.55,2.02,0.0,300
4451,3.73,2.12,0.133,77784
4452,3.11,1.91,0.205,14456
4453,0.43,0.07,0.008,14456
4454,5.63,0.47,0.06,21580
4455,6.71,1.31,0.168,378572
4456,7.84,2.48,0.293,378572
4457,8.97,5.15,0.576,378572
4458,7.38,2.21,0.247,378572
4459,2.02,1.02,0.115,378572
4460,7.79,4.69,0.526,378572
4461,8.53,4.45,0.508,378572
4462,6.59,4.12,0.496,150236
4463,6.71,1.45,0.159,150236
4464,4.73,1.25,0.149,150236
4465,5.72,0.95,0.125,48136
4466,5.89,2.1,0.236,48136
4467,6.16,1.17,0.14,48136
4468,5.44,2.73,0.325,17260
4469,0.95,0.84,0.104,5752
4470,1.41,1.01,0.105,1144
4471,5.53,3.55,0.362,58084
4472,8.78,5.07,0.545,58084
4473,8.53,3.77,0.409,58084
4474,6.9,0.99,0.125,67892
4475,6.36,1.27,0.146,359348
4476,7.28,2.74,0.328,359348
4477,9.06,4.56,0.492,359348
4478,9.25,5.93,0.635,146796
4479,9.17,5.96,0.68,146796
4480,9.23,5.82,0.65,146796
4481,8.86,4.13,0.442,146796
4482,9.48,7.14,0.761,146796
4483,7.52,3.22,0.345,146796
4484,8.34,4.81,0.53,42828
4485,8.1,2.73,0.301,118112
4486,7.6,0.98,0.105,118112
4487,6.82,0.95,0.102,118112
4488,8.14,3.93,0.43,319332
4489,8.68,5.59,0.598,319332
4490,9.57,7.16,0.764,319332
4491,9.41,5.35,0.573,319332
4492,9.45,5.17,0.551,319332
4493,9.46,6.94,0.748,319332
4494,8.26,3.05,0.329,319332
4495,9.45,5.52,0.602,319332
4496,9.16,6.46,0.723,319332
4497,8.86,6.06,0.693,319332
4498,8.88,6.07,0.661,319332
4499,9.33,5.95,0.678,206588
4500,8.99,5.98,0.735,206588
4501,7.63,4.48,0.555,206588
4502,5.77,2.58,0.297,206588
4503,8.45,5.14,0.526,206588
4504,9.36,6.58,0.719,206588
4505,9.05,5.88,0.641,206588
4506,9.5,6.29,0.67,81632
4507,9.19,5.6,0.612,81632
4508,8.84,4.96,0.544,89260
4509,9.26,7.31,0.784,89260
4510,9.28,7.92,0.842,89260
4511,8.66,5.99,0.676,89260
4512,8.04,4.48,0.525,89260
4513,7.59,4.14,0.468,89260
4514,7.88,5.38,0.589,87520
4515,7.1,3.43,0.373,87520
4516,8.13,4.91,0.537,87520
4517,9.52,6.51,0.706,87520
4518,8.72,6.69,0.736,611828
4519,8.52,5.51,0.625,611828
4520,8.49,6.57,0.731,611828
4521,9.18,6.84,0.785,611828
4522,9.08,8.14,0.972,611828
4523,8.56,6.87,0.766,611828
4524,9.49,8.35,0.911,611828
4525,8.54,6.0,0.65,611828
4526,6.67,4.86,0.557,611828
4527,8.63,5.56,0.662,611828
4528,7.85,5.52,0.671,611828
4529,7.95,5.85,0.517,611828
4530,6.88,4.95,0.064,611828
4531,6.55,5.2,0.117,611828
4532,6.37,4.93,0.121,14024
4533,5.86,4.1,0.0,14024
4534,4.24,2.48,0.0,14024
4535,2.95,1.5,0.0,7188
4536,3.84,1.27,0.002,7188
4537,6.25,2.12,0.033,2832
4538,4.67,0.85,0.0,404
4539,0.64,0.41,0.0,204
4540,4.41,2.59,0.002,5972
4541,6.82,5.58,0.307,5972
4542,2.53,0.52,0.021,5972
4543,2.76,1.43,0.0,688
4544,0.15,0.12,0.0,0
4545,0.0,0.0,0.0,0
4546,0.86,0.13,0.0,1516
4547,0.36,0.08,0.0,1516
4548,0.2,0.1,0.0,6088
4549,0.95,0.59,0.0,6088
4550,0.97,0.25,0.0,6088
4551,0.08,0.07,0.0,0
4552,0.91,0.58,0.003,1552
4553,3.79,1.94,0.026,1648
4554,2.95,0.85,0.003,1648
4555,0.32,0.14,0.0,8
4556,6.78,5.12,0.416,80588
4557,7.13,3.06,0.397,378572
4558,7.82,2.93,0.336,378572
4559,7.71,1.65,0.182,378572
4560,6.68,2.24,0.277,378572
4561,5.57,1.04,0.123,378572
4562,7.13,0.57,0.062,378572
4563,7.73,3.42,0.439,378572
4564,7.11,1.45,0.171,150236
4565,4.86,1.83,0.186,150236
4566,4.68,2.17,0.278,125568
4567,6.61,2.38,0.252,125568
4568,8.34,5.22,0.571,48136
4569,6.33,0.66,0.072,48136
4570,5.36,2.37,0.264,48136
4571,0.68,0.36,0.042,48136
4572,0.0,0.0,0.0,0
4573,2.92,0.8,0.086,67892
4574,8.93,1.97,0.221,67892
4575,5.95,2.93,0.342,67892
4576,5.22,1.89,0.213,67892
4577,8.83,3.86,0.414,67892
4578,8.18,3.65,0.393,146796
4579,8.65,4.5,0.482,146796
4580,8.56,3.7,0.429,146796
4581,8.7,5.06,0.603,146796
4582,8.87,5.24,0.64,146796
4583,8.55,4.29,0.498,146796
4584,8.91,5.93,0.694,146796
4585,7.87,4.29,0.467,146796
4586,9.41,8.8,0.963,42828
4587,7.97,4.24,0.456,94252
4588,7.82,2.41,0.26,94252
4589,9.17,4.18,0.456,94252
4590,8.32,4.94,0.539,94252
4591,8.73,4.93,0.536,319332
4592,8.52,3.88,0.432,319332
4593,8.27,2.81,0.304,319332
4594,8.73,5.23,0.545,319332
4595,8.74,7.1,0.774,319332
4596,9.28,8.32,0.913,319332
4597,9.38,6.01,0.655,319332
4598,9.35,7.78,0.84,319332
4599,9.47,5.31,0.578,319332
4600,8.95,5.55,0.599,319332
4601,5.51,3.69,0.43,206588
4602,0.63,0.54,0.066,206588
4603,0.03,0.01,0.0,96676
4604,1.37,0.59,0.074,206588
4605,3.2,1.69,0.139,206588
4606,7.79,6.1,0.625,206588
4607,8.64,7.13,0.773,206588
4608,8.76,6.54,0.74,81632
4609,8.55,5.88,0.655,81632
4610,6.56,3.53,0.409,81632
4611,4.95,2.56,0.29,89260
4612,2.57,2.0,0.213,89260
4613,3.76,2.08,0.09,382512
4614,2.85,0.91,0.084,382512
4615,4.06,1.17,0.131,382512
4616,4.24,1.52,0.172,87520
4617,6.34,2.69,0.321,72736
4618,5.31,2.48,0.286,87520
4619,5.01,1.71,0.197,87520
4620,6.57,2.41,0.261,87520
4621,7.53,2.67,0.224,87520
4622,7.25,2.36,0.228,611828
4623,7.48,2.1,0.195,611828
4624,8.71,5.32,0.612,611828
4625,8.05,5.29,0.61,611828
4626,8.52,5.89,0.658,611828
4627,8.67,4.67,0.521,611828
4628,8.81,6.4,0.73,611828
4629,7.64,5.96,0.651,611828
4630,6.9,4.58,0.403,611828
4631,4.25,2.28,0.131,2528
4632,1.88,1.24,0.034,2528
4633,1.95,1.16,0.0,184
4634,4.08,2.91,0.0,52
4635,3.26,2.07,0.0,220
4636,2.77,1.72,0.006,7188
4637,5.13,3.06,0.034,7188
4638,5.73,3.62,0.031,7188
4639,3.02,1.27,0.017,2292
4640,2.28,0.32,0.001,2292
4641,0.72,0.29,0.0,0
4642,0.68,0.2,0.0,36
4643,0.51,0.4,0.0,1644
4644,0.0,0.0,0.0,0
4645,0.08,0.03,0.0,0
4646,0.01,0.0,0.0,0
4647,0.0,0.0,0.0,0
4648,0.0,0.0,0.0,0
4649,0.0,0.0,0.0,0
4650,0.0,0.0,0.0,0
4651,1.25,0.96,0.0,0
4652,2.54,1.77,0.0,0
4653,1.98,1.45,0.0,0
4654,1.27,0.32,0.0,1552
4655,3.26,1.47,0.01,1552
4656,1.52,0.38,0.0,1648
4657,0.06,0.05,0.0,0
4658,6.49,2.6,0.228,80588
4659,7.31,3.01,0.373,80588
4660,7.43,3.9,0.5,80588
4661,6.15,1.69,0.219,378572
4662,7.35,1.16,0.139,378572
4663,6.96,0.29,0.031,378572
4664,7.08,1.0,0.11,378572
4665,7.56,1.12,0.122,378572
4666,7.63,1.06,0.133,125568
4667,8.0,1.55,0.177,125568
4668,9.06,5.46,0.598,125568
4669,9.47,7.27,0.791,125568
4670,7.33,5.47,0.666,125568
4671,4.63,2.19,0.272,125568
4672,6.77,2.92,0.32,48136
4673,8.33,6.22,0.683,48136
4674,6.92,2.45,0.269,48136
4675,2.27,0.33,0.035,63760
4676,3.33,1.15,0.118,63760
4677,2.78,1.25,0.136,67892
4678,3.55,0.7,0.043,67892
4679,0.83,0.56,0.062,67892
4680,0.23,0.04,0.005,67892
4681,3.76,0.99,0.114,67892
4682,8.89,4.28,0.484,67892
4683,8.69,6.28,0.7,67892
4684,7.87,5.91,0.725,146796
4685,6.06,4.0,0.513,146796
4686,4.07,3.22,0.388,146796
4687,3.49,1.63,0.163,146796
4688,6.12,1.8,0.203,146796
4689,7.76,2.69,0.292,146796
4690,8.62,5.9,0.645,146796
4691,8.47,5.14,0.56,94252
4692,9.02,5.53,0.599,94252
4693,8.91,6.71,0.742,94252
4694,8.7,6.83,0.764,94252
4695,9.42,7.35,0.776,94252
4696,8.43,5.16,0.601,319332
4697,8.92,4.0,0.446,319332
4698,8.56,4.64,0.545,319332
4699,8.17,5.75,0.617,319332
4700,8.78,5.76,0.662,319332
4701,9.11,4.52,0.51,319332
4702,9.19,7.67,0.866,319332
4703,9.31,4.91,0.549,319332
4704,8.14,5.37,0.544,319332
4705,5.57,1.57,0.182,319332
4706,3.97,1.28,0.147,96676
4707,7.06,3.07,0.372,96676
4708,4.69,2.34,0.295,206588
4709,1.78,1.33,0.127,96676
4710,1.31,0.58,0.046,206588
4711,4.51,3.36,0.297,206588
4712,3.6,1.12,0.077,81632
4713,2.71,0.99,0.113,81632
4714,1.49,0.3,0.038,382512
4715,3.1,0.63,0.081,382512
4716,1.67,0.66,0.082,382512
4717,5.3,2.06,0.167,382512
4718,7.45,2.4,0.261,382512
4719,8.35,2.91,0.32,382512
4720,9.02,3.11,0.348,72736
4721,8.07,4.06,0.462,72736
4722,5.4,3.66,0.429,72736
4723,6.11,2.35,0.293,72736
4724,5.52,1.26,0.142,72736
4725,4.3,0.27,0.02,72736
4726,4.09,0.17,0.001,1060
4727,5.77,2.37,0.002,151444
4728,7.38,2.45,0.171,151444
4729,8.15,4.41,0.493,151444
4730,7.83,3.51,0.419,151444
4731,8.14,1.91,0.215,611828
4732,8.48,3.82,0.395,611828
4733,5.9,2.5,0.025,48568
4734,6.4,3.51,0.032,48568
4735,6.28,3.4,0.093,10216
4736,5.31,3.11,0.107,29344
4737,5.05,3.75,0.056,29344
4738,3.88,3.01,0.025,29344
4739,2.04,0.29,0.014,29344
4740,2.13,0.0,0.0,4
4741,1.07,0.39,0.018,360
4742,0.75,0.39,0.0,32
4743,0.0,0.0,0.0,0
4744,1.65,0.68,0.0,28
4745,0.57,0.18,0.0,16
4746,0.0,0.0,0.0,0
4747,3.15,1.19,0.0,0
4748,5.09,3.72,0.0,0
4749,3.08,2.14,0.0,0
4750,0.3,0.19,0.0,0
4751,6.91,4.49,0.417,80588
4752,7.08,3.22,0.316,80588
4753,7.14,3.67,0.388,80588
4754,7.49,2.63,0.312,80588
4755,6.49,0.33,0.041,378572
4756,4.56,0.02,0.002,378572
4757,7.31,1.0,0.107,378572
4758,8.28,0.89,0.096,125568
4759,8.33,0.5,0.053,125568
4760,7.75,0.93,0.1,125568
4761,8.07,0.47,0.052,125568
4762,7.44,5.48,0.608,125568
4763,9.34,7.94,0.867,125568
4764,8.33,5.7,0.62,125568
4765,6.15,0.74,0.081,125568
4766,6.07,0.8,0.088,31736
4767,7.24,4.92,0.54,26440
4768,6.56,1.69,0.186,26440
4769,2.31,0.16,0.017,63760
4770,8.05,2.77,0.295,63760
4771,2.0,0.66,0.07,63760
4772,0.0,0.0,0.0,0
4773,0.0,0.0,0.0,0
4774,0.08,0.07,0.0,84
4775,0.05,0.05,0.004,67892
4776,1.15,0.53,0.046,67892
4777,2.11,1.41,0.101,67892
4778,0.27,0.25,0.031,67892
4779,0.05,0.05,0.006,67892
4780,0.31,0.18,0.022,580
4781,2.66,0.83,0.102,4868
4782,1.61,0.52,0.062,4868
4783,1.22,0.66,0.067,146796
4784,3.14,1.06,0.122,2184
4785,4.26,1.44,0.132,94252
4786,6.27,2.48,0.281,94252
4787,7.68,4.5,0.506,94252
4788,7.69,3.51,0.385,94252
4789,7.81,2.91,0.328,94252
4790,6.75,2.75,0.191,319332
4791,6.62,3.53,0.28,319332
4792,5.75,3.38,0.295,319332
4793,3.05,2.0,0.064,4816
4794,3.1,1.85,0.052,319332
4795,3.92,1.9,0.122,319332
4796,2.09,0.58,0.062,319332
4797,6.66,3.62,0.383,319332
4798,6.78,2.4,0.22,319332
4799,6.59,1.46,0.11,96676
4800,8.05,2.65,0.311,96676
4801,6.99,2.97,0.354,96676
4802,8.41,3.99,0.456,96676
4803,1.14,0.09,0.011,96676
4804,0.04,0.0,0.0,96676
4805,0.7,0.24,0.025,96676
4806,0.76,0.05,0.006,382512
4807,4.64,1.38,0.164,382512
4808,8.86,2.93,0.332,382512
4809,4.41,1.1,0.097,382512
4810,4.16,1.51,0.177,382512
4811,8.1,2.33,0.228,382512
4812,7.81,2.28,0.271,382512
4813,8.38,4.96,0.496,382512
4814,7.52,1.07,0.119,382512
4815,6.43,1.02,0.113,382512
4816,7.94,1.59,0.173,382512
4817,8.73,2.92,0.302,382512
4818,7.78,1.29,0.146,382512
4819,3.81,0.95,0.046,72736
4820,1.71,0.26,0.0,116
4821,2.28,0.74,0.003,152
4822,3.51,1.62,0.005,1812
4823,6.82,2.77,0.027,151444
4824,8.34,1.49,0.159,151444
4825,6.46,1.12,0.122,151444
4826,7.78,2.44,0.268,48568
4827,8.03,6.17,0.384,48568
4828,2.11,1.81,0.042,48568
4829,2.75,2.19,0.042,29344
4830,2.98,1.66,0.037,29344
4831,6.94,5.13,0.335,29344
4832,5.56,3.95,0.185,29344
4833,2.05,1.3,0.0,0
4834,0.0,0.0,0.0,0
4835,0.0,0.0,0.0,0
4836,5.76,2.66,0.329,10684
4837,4.91,2.05,0.23,80588
4838,7.01,4.69,0.439,204432
4839,7.23,3.46,0.354,204432
4840,7.55,2.69,0.258,204432
4841,8.13,1.35,0.146,204432
4842,9.03,1.7,0.183,204432
4843,8.49,2.92,0.314,204432
4844,7.32,1.37,0.149,204432
4845,8.08,1.38,0.147,125568
4846,8.25,1.65,0.176,125568
4847,8.29,1.97,0.211,125568
4848,8.16,1.73,0.194,125568
4849,4.06,1.32,0.166,37512
4850,7.64,6.9,0.823,37512
4851,6.49,4.26,0.497,37512
4852,6.66,4.05,0.446,37512
4853,7.68,5.87,0.644,37512
4854,8.85,7.43,0.815,26440
4855,7.53,3.41,0.374,26440
4856,2.49,0.48,0.054,63760
4857,7.46,5.08,0.534,63760
4858,6.0,2.78,0.291,63760
4859,0.37,0.16,0.019,63760
4860,3.2,1.83,0.122,63760
4861,4.53,1.77,0.018,63760
4862,0.01,0.01,0.0,400
4863,0.08,0.07,0.0,0
4864,0.62,0.41,0.0,0
4865,0.0,0.0,0.0,0
4866,0.6,0.52,0.052,740
4867,0.23,0.08,0.01,740
4868,0.0,0.0,0.0,0
4869,0.0,0.0,0.0,0
4870,0.17,0.0,0.0,0
4871,1.36,0.1,0.007,100
4872,1.81,0.42,0.033,632
4873,0.47,0.0,0.0,52
4874,1.32,0.77,0.091,20420
4875,3.85,2.02,0.199,20420
4876,0.82,0.71,0.052,20420
4877,0.31,0.07,0.005,20420
4878,0.03,0.03,0.002,8424
4879,0.0,0.0,0.0,0
4880,0.0,0.0,0.0,0
4881,0.0,0.0,0.0,0
4882,0.0,0.0,0.0,0
4883,0.0,0.0,0.0,0
4884,0.03,0.02,0.0,0
4885,0.92,0.42,0.0,0
4886,3.27,1.21,0.072,11312
4887,7.17,2.28,0.26,96676
4888,4.6,2.19,0.284,96676
4889,4.88,2.95,0.243,96676
4890,5.17,1.67,0.19,232836
4891,6.21,2.0,0.215,232836
4892,8.47,3.98,0.433,96676
4893,7.82,1.31,0.154,382512
4894,8.5,3.12,0.341,382512
4895,9.34,4.75,0.513,382512
4896,7.56,3.86,0.376,382512
4897,8.39,3.59,0.329,382512
4898,5.65,2.41,0.241,382512
