id,isa_val,eol_val,eol_dev,patch_ha
2575,7.42,6.28,0.579,483044
2576,7.98,6.86,0.853,483044
2577,7.35,5.71,0.642,483044
2578,7.15,6.47,0.653,483044
2579,7.87,6.05,0.721,483044
2580,7.58,5.71,0.732,483044
2581,5.35,1.02,0.129,483044
2582,5.36,0.13,0.017,600
2583,5.58,0.12,0.016,40780
2584,6.15,1.02,0.131,40780
2585,6.26,0.53,0.067,40780
2586,3.09,0.32,0.04,483044
2587,2.69,1.24,0.146,174608
2588,8.77,6.95,0.824,174608
2589,8.56,6.46,0.787,174608
2590,8.59,7.27,0.876,174608
2591,8.57,7.14,0.884,174608
2592,6.89,4.19,0.515,174608
2593,0.18,0.14,0.0,0
2594,0.1,0.05,0.0,0
2595,4.17,2.69,0.0,35064
2596,6.78,5.05,0.077,35064
2597,7.26,5.88,0.454,35064
2598,3.25,2.97,0.289,35064
2599,1.08,0.81,0.029,35064
2600,1.39,0.39,0.0,124
2601,0.97,0.41,0.001,216
2602,1.91,1.25,0.002,216
2603,1.99,0.88,0.011,760
2604,3.53,1.39,0.097,634188
2605,3.63,2.14,0.24,634188
2606,7.09,3.77,0.429,634188
2607,8.77,5.27,0.525,634188
2608,8.61,5.73,0.655,634188
2609,8.15,4.94,0.57,634188
2610,8.48,4.1,0.448,634188
2611,8.4,4.03,0.452,634188
2612,8.15,4.9,0.539,634188
2613,8.09,5.54,0.607,634188
2614,5.14,4.59,0.562,634188
2615,0.22,0.19,0.025,29288
2616,0.75,0.31,0.041,29288
2617,0.39,0.11,0.015,29288
2618,5.57,3.11,0.362,29288
2619,4.26,1.73,0.213,29288
2620,4.46,1.76,0.221,9604
2621,2.85,1.22,0.133,3916
2622,0.75,0.1,0.01,3916
2623,0.16,0.11,0.012,1885384
2624,4.67,2.05,0.22,1885384
2625,7.84,4.64,0.514,1885384
2626,0.93,0.52,0.059,1885384
2627,2.37,0.66,0.073,1885384
2628,7.4,3.53,0.308,1885384
2629,8.89,5.19,0.553,1885384
2630,9.1,6.86,0.738,1885384
2631,9.43,7.33,0.784,1885384
2632,9.19,7.15,0.785,1885384
2633,5.0,3.25,0.378,1885384
2634,8.9,6.53,0.718,1885384
2635,9.07,7.38,0.79,1885384
2636,8.87,7.83,0.831,1885384
2637,5.59,4.6,0.52,83904
2638,0.34,0.35,0.034,83904
2639,1.27,0.7,0.075,83904
2640,2.91,1.72,0.178,4420
2641,0.15,0.14,0.018,4420
2642,0.0,0.0,0.0,0
2643,0.05,0.01,0.001,84
2644,2.29,1.4,0.148,265132
2645,6.52,5.68,0.583,265132
2646,5.73,5.54,0.432,265132
2647,8.27,7.4,0.834,265132
2648,7.19,5.76,0.366,483044
2649,7.95,7.65,0.962,483044
2650,6.54,5.64,0.535,483044
2651,7.5,6.3,0.763,483044
2652,6.06,4.87,0.554,483044
2653,7.59,6.26,0.684,483044
2654,7.42,6.54,0.748,483044
2655,5.16,4.54,0.555,483044
2656,4.45,3.14,0.367,40780
2657,8.12,7.07,0.887,40780
2658,2.36,0.4,0.047,40780
2659,0.04,0.01,0.001,116
2660,0.17,0.05,0.006,7284
2661,1.74,1.44,0.174,174608
2662,5.63,4.15,0.505,174608
2663,8.72,6.37,0.762,174608
2664,8.66,6.17,0.763,174608
2665,7.59,5.67,0.692,174608
2666,2.94,1.69,0.007,8472
2667,2.15,0.87,0.001,8472
2668,4.31,3.35,0.0,4280
2669,6.42,5.17,0.008,35064
2670,6.66,5.07,0.46,35064
2671,7.13,5.58,0.298,35064
2672,5.93,4.21,0.139,35064
2673,4.31,2.48,0.053,35064
2674,4.4,2.41,0.048,460
2675,3.34,2.59,0.16,47920
2676,3.58,2.6,0.256,634188
2677,6.64,4.48,0.495,634188
2678,7.29,5.84,0.638,634188
2679,7.88,6.38,0.725,634188
2680,8.04,5.42,0.577,634188
2681,4.77,3.88,0.153,634188
2682,5.03,3.79,0.405,634188
2683,9.25,6.04,0.695,634188
2684,7.28,3.77,0.43,634188
2685,6.23,2.9,0.22,634188
2686,7.86,4.61,0.543,634188
2687,5.37,3.47,0.434,634188
2688,5.52,4.35,0.541,29288
2689,3.6,2.79,0.33,29288
2690,3.5,2.7,0.348,29288
2691,3.53,2.41,0.295,29288
2692,2.51,0.99,0.122,29288
2693,6.37,1.35,0.162,9368
2694,1.42,0.14,0.016,9368
2695,0.23,0.17,0.02,64884
2696,5.57,3.3,0.401,64884
2697,5.28,2.81,0.329,64884
2698,6.69,3.36,0.372,1885384
2699,0.64,0.06,0.0,1885384
2700,2.96,1.19,0.011,1885384
2701,6.96,3.85,0.317,1885384
2702,7.75,4.19,0.33,1885384
2703,8.53,6.12,0.652,1885384
2704,6.84,5.12,0.563,1885384
2705,9.11,6.95,0.739,1885384
2706,8.6,6.74,0.734,1885384
2707,5.25,3.85,0.429,1885384
2708,6.48,5.27,0.548,1885384
2709,5.96,5.35,0.573,83904
2710,3.97,3.74,0.44,83904
2711,5.03,4.4,0.506,83904
2712,2.66,2.58,0.311,83904
2713,1.6,1.33,0.158,4420
2714,0.07,0.0,0.0,28
2715,2.93,0.0,0.0,252
2716,5.54,3.27,0.356,265132
2717,7.81,5.99,0.645,265132
2718,8.54,5.94,0.622,265132
2719,8.88,7.68,0.831,265132
2720,7.74,5.97,0.489,265132
2721,7.4,6.21,0.364,483044
2722,4.87,4.36,0.551,483044
2723,0.55,0.37,0.013,483044
2724,4.66,3.73,0.257,483044
2725,6.93,6.02,0.624,483044
2726,6.44,4.6,0.579,483044
2727,1.4,1.43,0.14,483044
2728,0.54,0.39,0.033,440
2729,4.5,4.28,0.514,40780
2730,7.18,5.85,0.695,40780
2731,5.91,4.39,0.523,40780
2732,5.43,3.93,0.446,40780
2733,3.15,2.59,0.316,7284
2734,0.01,0.01,0.0,0
2735,0.0,0.0,0.0,0
2736,2.99,1.75,0.214,174608
2737,6.53,4.79,0.597,174608
2738,6.28,4.46,0.52,174608
2739,4.36,2.66,0.327,174608
2740,0.59,0.48,0.064,174608
2741,0.07,0.03,0.004,4
2742,6.13,4.55,0.035,8472
2743,5.53,4.51,0.019,8472
2744,5.88,5.47,0.0,4280
2745,5.27,4.61,0.0,0
2746,5.7,4.31,0.0,0
2747,6.44,4.25,0.0,0
2748,6.68,4.37,0.0,0
2749,6.94,4.95,0.114,47920
2750,7.93,5.7,0.537,47920
2751,8.57,6.43,0.729,47920
2752,8.55,6.82,0.83,634188
2753,9.08,6.52,0.78,634188
2754,8.61,5.5,0.594,634188
2755,9.42,6.32,0.694,634188
2756,9.32,7.48,0.866,634188
2757,8.06,5.49,0.453,634188
2758,7.52,5.16,0.289,634188
2759,9.36,6.53,0.739,634188
2760,7.74,4.02,0.343,634188
2761,4.17,2.28,0.245,634188
2762,2.91,1.4,0.172,634188
2763,1.12,0.83,0.102,427656
2764,1.52,0.87,0.0,920
2765,5.25,3.71,0.0,920
2766,2.0,1.06,0.015,424
2767,1.07,0.63,0.066,884
2768,0.43,0.26,0.029,9368
2769,2.4,0.38,0.042,9368
2770,1.88,0.1,0.013,9368
2771,0.06,0.05,0.006,64884
2772,6.79,3.43,0.399,64884
2773,7.45,4.04,0.466,64884
2774,7.94,4.66,0.509,64884
2775,3.58,1.55,0.002,1885384
2776,7.41,5.03,0.086,1885384
2777,8.6,6.74,0.662,1885384
2778,8.29,5.02,0.411,1885384
2779,9.29,5.64,0.576,1885384
2780,6.56,4.52,0.514,1885384
2781,7.96,5.01,0.554,1885384
2782,8.55,5.55,0.599,1885384
2783,8.65,6.63,0.748,1885384
2784,7.9,6.14,0.61,1885384
2785,2.15,1.92,0.198,619128
2786,0.02,0.0,0.0,20
2787,0.02,0.0,0.0,20
2788,0.0,0.0,0.0,8
2789,0.03,0.0,0.0,36
2790,2.79,1.6,0.186,265132
2791,7.21,2.83,0.321,265132
2792,8.36,5.28,0.545,265132
2793,9.12,7.14,0.79,265132
2794,9.17,7.23,0.793,265132
2795,9.12,8.02,0.923,265132
2796,7.7,6.35,0.474,265132
2797,6.43,5.51,0.345,483044
2798,5.47,5.16,0.404,483044
2799,2.9,2.13,0.259,223764
2800,7.19,5.2,0.401,483044
2801,7.57,5.43,0.533,483044
2802,8.04,6.88,0.852,483044
2803,7.33,6.06,0.713,483044
2804,6.02,5.46,0.595,483044
2805,2.76,2.59,0.234,483044
2806,0.17,0.14,0.013,483044
2807,4.28,3.41,0.227,177720
2808,4.43,3.61,0.448,177720
2809,5.66,4.6,0.593,177720
2810,3.82,3.11,0.251,177720
2811,0.39,0.35,0.0,0
2812,0.0,0.0,0.0,0
2813,2.07,1.61,0.19,174608
2814,7.94,6.71,0.841,174608
2815,5.8,3.37,0.425,490440
2816,3.43,1.97,0.251,490440
2817,0.16,0.06,0.008,44
2818,1.31,0.9,0.0,0
2819,5.44,4.17,0.0,0
2820,5.99,5.21,0.0,0
2821,5.41,4.23,0.0,0
2822,6.41,4.8,0.0,0
2823,6.05,3.95,0.0,0
2824,6.42,4.69,0.0,0
2825,7.11,5.84,0.378,249816
2826,8.29,5.91,0.695,249816
2827,8.38,6.58,0.839,249816
2828,8.44,6.96,0.874,634188
2829,8.69,4.88,0.572,634188
2830,8.98,4.7,0.509,634188
2831,8.58,5.23,0.61,634188
2832,7.96,5.15,0.628,634188
2833,4.72,2.69,0.33,634188
2834,9.17,6.28,0.749,634188
2835,9.31,6.4,0.706,634188
2836,9.25,5.27,0.566,634188
2837,8.44,5.27,0.593,634188
2838,7.91,5.09,0.622,634188
2839,8.19,4.87,0.581,427656
2840,2.46,1.15,0.008,427656
2841,0.58,0.35,0.0,427656
2842,2.57,1.14,0.0,427656
2843,0.92,0.68,0.015,427656
2844,1.01,0.49,0.022,427656
2845,0.24,0.21,0.003,232
2846,0.04,0.05,0.006,0
2847,0.4,0.26,0.033,688
2848,5.78,1.43,0.169,64884
2849,8.11,2.6,0.289,64884
2850,8.53,4.95,0.561,64884
2851,6.34,3.59,0.177,1885384
2852,6.51,4.31,0.227,1885384
2853,7.21,4.69,0.152,1885384
2854,8.74,5.79,0.613,1885384
2855,9.17,6.46,0.721,1885384
2856,8.92,5.93,0.653,1885384
2857,7.95,5.94,0.65,1885384
2858,8.93,5.63,0.617,1885384
2859,8.4,6.76,0.764,1885384
2860,5.93,5.23,0.576,619128
2861,6.5,5.83,0.616,619128
2862,1.24,1.06,0.075,619128
2863,0.03,0.0,0.0,16
2864,0.03,0.0,0.0,16
2865,0.05,0.0,0.0,36
2866,5.96,3.6,0.43,265132
2867,9.15,6.85,0.766,265132
2868,7.27,5.33,0.571,265132
2869,5.98,5.12,0.556,265132
2870,6.8,6.14,0.527,265132
2871,5.71,3.94,0.356,265132
2872,7.79,5.52,0.563,265132
2873,6.98,6.29,0.312,223764
2874,7.65,5.76,0.637,223764
2875,7.8,5.98,0.706,223764
2876,7.25,5.42,0.391,483044
2877,6.41,5.13,0.549,483044
2878,1.46,1.09,0.124,483044
2879,7.32,6.34,0.734,483044
2880,7.62,6.32,0.73,483044
2881,7.7,5.87,0.526,483044
2882,5.48,4.33,0.183,483044
2883,4.71,3.65,0.052,483044
2884,6.8,5.27,0.459,177720
2885,8.48,6.58,0.672,177720
2886,7.13,5.33,0.468,177720
2887,6.02,4.85,0.355,177720
2888,1.32,1.12,0.018,177720
2889,0.0,0.0,0.0,0
2890,6.01,4.01,0.498,490440
2891,3.85,2.68,0.17,490440
2892,5.75,4.79,0.49,490440
2893,7.5,4.09,0.512,490440
2894,0.0,0.0,0.0,0
2895,2.5,1.38,0.0,0
2896,4.86,3.95,0.0,0
2897,5.99,3.98,0.0,0
2898,5.71,3.66,0.0,4
2899,5.84,4.74,0.006,249816
2900,6.81,5.04,0.159,249816
2901,6.83,4.82,0.063,249816
2902,7.69,6.51,0.588,249816
2903,9.2,7.17,0.791,249816
2904,8.52,5.87,0.734,249816
2905,8.27,4.24,0.5,249816
2906,6.69,1.75,0.194,634188
2907,8.66,4.58,0.496,634188
2908,6.85,3.87,0.444,634188
2909,2.82,1.36,0.173,634188
2910,5.94,4.17,0.544,634188
2911,3.09,2.13,0.275,634188
2912,2.98,1.89,0.243,634188
2913,8.94,5.49,0.644,634188
2914,9.45,6.66,0.728,634188
2915,8.12,5.37,0.632,634188
2916,8.66,6.54,0.782,427656
2917,1.26,0.77,0.038,427656
2918,6.9,3.78,0.185,427656
2919,7.32,5.32,0.456,427656
2920,7.45,4.66,0.457,427656
2921,7.34,3.53,0.406,1425660
2922,4.71,1.75,0.179,1425660
2923,0.0,0.0,0.0,0
2924,0.03,0.0,0.0,8
2925,4.39,1.42,0.16,1425660
2926,8.3,3.39,0.375,1425660
2927,7.57,3.69,0.43,1425660
2928,2.62,0.59,0.064,1425660
2929,0.79,0.61,0.048,1885384
2930,3.82,2.97,0.188,1885384
2931,5.05,2.93,0.327,1885384
2932,8.87,6.54,0.702,1885384
2933,8.77,5.54,0.609,1885384
2934,9.14,6.6,0.728,1885384
2935,7.55,5.66,0.624,1885384
2936,6.89,5.41,0.603,1885384
2937,8.3,5.33,0.61,619128
2938,8.2,6.42,0.634,619128
2939,4.95,3.41,0.344,619128
2940,1.56,1.42,0.17,7284
2941,4.97,3.96,0.452,7284
2942,1.3,0.94,0.109,265132
2943,7.32,5.9,0.659,265132
2944,7.91,6.16,0.69,265132
2945,8.26,7.19,0.833,265132
2946,6.72,5.81,0.525,265132
2947,4.33,3.4,0.15,265132
2948,4.97,3.67,0.25,265132
2949,7.43,6.18,0.655,265132
2950,7.55,5.65,0.667,223764
2951,6.65,4.69,0.3,223764
2952,6.43,4.73,0.231,223764
2953,7.13,6.01,0.435,223764
2954,5.35,3.75,0.417,223764
2955,0.06,0.06,0.008,223764
2956,2.04,1.79,0.132,483044
2957,6.33,5.53,0.431,483044
2958,8.22,7.02,0.823,483044
2959,8.18,7.36,0.448,483044
2960,4.84,3.27,0.021,177720
2961,6.45,4.83,0.107,177720
2962,9.35,7.36,0.758,177720
2963,9.37,7.34,0.803,177720
2964,9.14,7.97,0.734,177720
2965,7.58,5.0,0.257,177720
2966,3.19,2.13,0.264,177720
2967,3.72,2.81,0.269,490440
2968,1.08,0.68,0.056,490440
2969,4.45,4.0,0.471,490440
2970,5.23,4.27,0.433,490440
2971,2.45,0.94,0.077,490440
2972,0.0,0.0,0.0,0
2973,3.54,2.52,0.0,0
2974,6.47,4.02,0.019,249816
2975,7.08,3.88,0.163,249816
2976,8.35,6.41,0.73,249816
2977,8.51,6.6,0.791,249816
2978,8.25,5.88,0.652,249816
2979,8.13,5.94,0.698,249816
2980,8.39,6.16,0.733,249816
2981,8.65,4.75,0.557,249816
2982,8.85,5.15,0.569,634188
2983,8.54,2.7,0.298,634188
2984,9.07,4.68,0.508,634188
2985,9.33,6.79,0.741,634188
2986,8.8,6.18,0.736,634188
2987,7.65,5.61,0.725,634188
2988,0.0,0.0,0.0,634188
2989,0.12,0.1,0.014,634188
2990,4.42,3.13,0.385,634188
2991,5.28,2.91,0.347,634188
2992,7.79,4.77,0.571,634188
2993,9.13,6.51,0.714,427656
2994,8.39,6.21,0.65,427656
2995,7.82,5.18,0.374,1425660
2996,8.02,4.56,0.419,1425660
2997,8.46,5.96,0.668,1425660
2998,9.33,5.32,0.568,1425660
2999,8.6,5.46,0.612,1425660
3000,3.34,1.41,0.178,1425660
3001,0.25,0.13,0.016,1425660
3002,1.86,0.81,0.096,1425660
3003,7.61,3.05,0.333,1425660
3004,8.26,5.3,0.632,1425660
3005,2.11,0.88,0.103,1425660
3006,0.0,0.0,0.0,0
3007,0.13,0.01,0.001,584
3008,0.0,0.0,0.0,4
3009,3.27,2.63,0.298,1885384
3010,8.52,5.73,0.622,1885384
3011,8.55,6.42,0.714,1885384
3012,3.95,2.74,0.303,1885384
3013,5.25,3.54,0.399,619128
3014,6.54,4.37,0.5,619128
3015,8.23,6.04,0.694,619128
3016,2.08,1.47,0.176,619128
3017,0.87,0.04,0.005,16
3018,0.34,0.03,0.004,7284
3019,1.41,0.52,0.051,619128
3020,3.54,2.43,0.273,265132
3021,7.47,6.54,0.72,265132
3022,6.28,5.79,0.629,265132
3023,3.11,1.99,0.14,265132
3024,3.53,2.72,0.179,265132
3025,8.27,6.37,0.688,265132
3026,7.84,5.91,0.664,265132
3027,7.9,5.63,0.436,223764
3028,7.43,6.16,0.604,223764
3029,7.9,6.24,0.731,223764
3030,7.66,7.09,0.871,223764
3031,7.75,6.27,0.849,223764
3032,7.41,6.41,0.792,223764
3033,3.24,2.97,0.231,483044
3034,3.84,3.4,0.335,483044
3035,5.99,5.63,0.591,483044
3036,2.38,2.19,0.155,177720
3037,0.26,0.22,0.002,177720
3038,2.23,1.88,0.0,177720
3039,6.43,5.62,0.2,177720
3040,9.02,8.29,0.737,177720
3041,6.04,4.83,0.351,177720
3042,5.42,4.44,0.516,177720
3043,8.21,6.7,0.823,177720
3044,5.4,3.71,0.432,177720
3045,4.87,3.55,0.373,490440
3046,5.52,3.68,0.472,490440
3047,3.03,1.78,0.22,490440
3048,1.97,0.68,0.087,490440
3049,6.77,2.52,0.32,490440
3050,1.75,1.46,0.0,0
3051,4.66,3.34,0.109,249816
3052,7.41,5.58,0.43,249816
3053,8.63,6.26,0.681,249816
3054,8.2,5.34,0.618,249816
3055,7.26,5.39,0.415,249816
3056,6.62,5.78,0.249,249816
3057,7.74,6.58,0.478,249816
3058,7.92,5.58,0.625,249816
3059,7.7,5.95,0.75,634188
3060,8.55,7.48,0.878,634188
3061,9.08,7.59,0.866,634188
3062,8.89,6.95,0.784,634188
3063,3.89,3.34,0.42,634188
3064,2.14,1.83,0.238,634188
3065,0.0,0.0,0.0,0
3066,0.0,0.0,0.0,0
3067,0.0,0.0,0.0,0
3068,0.8,0.57,0.071,634188
3069,8.4,6.52,0.791,634188
3070,9.45,6.74,0.714,427656
3071,9.5,7.3,0.787,427656
3072,8.72,7.35,0.8,1425660
3073,9.2,7.6,0.853,1425660
3074,9.34,7.61,0.83,1425660
3075,9.4,6.52,0.699,1425660
3076,8.75,6.25,0.622,1425660
3077,5.54,3.58,0.152,1425660
3078,3.38,1.49,0.118,1425660
3079,7.52,2.77,0.324,1425660
3080,2.96,1.26,0.145,1425660
3081,5.12,3.46,0.364,1425660
3082,0.57,0.41,0.036,1425660
3083,0.0,0.0,0.0,0
3084,0.0,0.0,0.0,0
3085,0.03,0.0,0.0,24
3086,0.06,0.0,0.0,8
3087,6.22,4.83,0.529,1885384
3088,7.85,5.94,0.649,1885384
3089,4.84,2.72,0.326,619128
3090,8.86,5.76,0.652,619128
3091,8.62,4.9,0.532,619128
3092,7.02,4.36,0.508,619128
3093,6.24,4.22,0.504,619128
3094,6.41,2.35,0.292,619128
3095,5.88,1.34,0.156,619128
3096,7.37,5.53,0.574,619128
3097,3.46,3.1,0.349,619128
3098,5.4,5.03,0.325,265132
3099,5.11,1.89,0.146,265132
3100,6.62,4.73,0.333,265132
3101,7.2,5.86,0.405,265132
3102,8.36,6.42,0.66,265132
3103,8.07,5.72,0.243,223764
3104,6.67,2.75,0.322,223764
3105,6.64,3.55,0.353,223764
3106,8.92,6.68,0.686,223764
3107,9.2,8.33,0.89,223764
3108,7.93,7.47,0.86,223764
3109,8.55,8.03,0.884,223764
3110,4.06,3.61,0.162,223764
3111,2.85,2.18,0.0,1352
3112,3.01,1.98,0.0,177720
3113,0.93,0.4,0.0,177720
3114,3.05,2.28,0.002,177720
3115,7.46,6.2,0.01,177720
3116,6.78,5.76,0.14,177720
3117,8.08,7.5,0.596,177720
3118,3.32,2.99,0.324,177720
3119,2.33,2.13,0.249,177720
3120,8.26,6.95,0.819,177720
3121,8.38,6.65,0.808,42524
3122,6.92,5.51,0.686,490440
3123,4.57,3.04,0.39,490440
3124,6.62,3.79,0.468,490440
3125,4.78,2.5,0.317,490440
3126,8.26,3.68,0.468,490440
3127,8.14,3.58,0.425,490440
3128,7.93,4.22,0.499,490440
3129,7.27,0.76,0.092,490440
3130,7.66,0.57,0.069,490440
3131,3.65,2.76,0.0,249816
3132,3.18,2.25,0.144,249816
3133,4.3,3.04,0.018,249816
3134,6.74,5.01,0.139,249816
3135,8.19,6.94,0.689,249816
3136,8.73,6.69,0.791,249816
3137,8.99,7.55,0.868,249816
3138,8.45,7.53,0.781,634188
3139,8.85,7.52,0.904,634188
3140,7.69,5.98,0.754,634188
3141,5.21,3.77,0.462,634188
3142,0.0,0.0,0.0,0
3143,0.0,0.0,0.0,0
3144,0.0,0.0,0.0,0
3145,0.0,0.0,0.0,0
3146,0.5,0.22,0.029,427656
3147,5.66,4.39,0.485,427656
3148,9.08,7.81,0.833,427656
3149,8.8,5.55,0.567,1425660
3150,8.68,6.44,0.71,1425660
3151,9.19,7.56,0.838,1425660
3152,9.11,6.82,0.77,1425660
3153,8.06,6.72,0.805,1425660
3154,6.98,4.65,0.344,1425660
3155,1.25,0.87,0.039,1425660
3156,5.57,3.24,0.147,1425660
3157,7.15,4.28,0.483,1425660
3158,8.73,4.53,0.508,1425660
3159,9.14,5.2,0.59,1425660
3160,8.23,5.7,0.542,1425660
3161,5.95,1.15,0.144,1425660
3162,2.59,0.07,0.009,1425660
3163,4.14,1.27,0.149,1425660
3164,5.75,1.88,0.185,1885384
3165,5.29,1.39,0.118,1885384
3166,7.57,4.71,0.542,1885384
3167,6.49,4.25,0.508,1885384
3168,4.23,2.68,0.329,619128
3169,3.86,2.83,0.338,619128
3170,5.25,3.57,0.45,619128
3171,7.92,6.05,0.706,619128
3172,9.07,7.11,0.849,619128
3173,7.21,5.0,0.623,619128
3174,8.16,5.52,0.659,619128
3175,8.91,7.86,0.839,619128
3176,6.53,5.37,0.148,619128
3177,5.78,4.21,0.203,4856
3178,5.98,3.7,0.038,265132
3179,6.76,4.99,0.094,265132
3180,3.31,2.05,0.103,265132
3181,5.73,3.28,0.384,223764
3182,6.46,3.64,0.138,223764
3183,6.05,2.72,0.117,223764
3184,4.23,1.31,0.019,223764
3185,7.57,6.51,0.613,223764
3186,9.75,9.75,0.983,223764
3187,8.5,6.79,0.762,223764
3188,4.8,3.92,0.421,223764
3189,0.52,0.47,0.029,223764
3190,0.0,0.0,0.0,0
3191,1.64,0.82,0.0,1260
3192,2.89,2.13,0.0,177720
3193,6.9,5.78,0.002,177720
3194,5.78,4.63,0.003,177720
3195,4.8,3.44,0.0,177720
3196,4.82,3.94,0.09,177720
3197,5.61,5.23,0.456,177720
3198,0.44,0.4,0.048,8744
3199,1.05,0.98,0.112,490440
3200,5.96,5.05,0.583,490440
3201,8.65,7.2,0.837,490440
3202,9.11,8.11,0.889,490440
3203,3.24,1.81,0.215,490440
3204,4.16,2.79,0.349,490440
3205,3.45,2.11,0.236,490440
3206,2.82,1.55,0.201,490440
3207,6.07,2.27,0.277,490440
3208,8.35,1.68,0.205,490440
3209,6.32,2.07,0.253,490440
3210,5.48,1.76,0.219,490440
3211,7.01,0.38,0.047,490440
3212,5.28,1.34,0.158,490440
3213,4.75,0.78,0.091,490440
3214,1.15,0.24,0.03,4184
3215,0.68,0.28,0.004,249816
3216,5.38,4.2,0.377,249816
3217,7.73,4.89,0.349,249816
3218,8.57,6.11,0.718,249816
3219,8.62,5.64,0.655,249816
3220,8.61,6.72,0.639,249816
3221,9.06,5.69,0.605,634188
3222,3.87,2.18,0.258,634188
3223,3.68,2.7,0.336,634188
3224,3.31,2.64,0.299,634188
3225,3.45,3.05,0.344,634188
3226,2.17,1.62,0.202,634188
3227,3.28,2.82,0.36,19268
3228,4.05,2.81,0.376,19268
3229,7.9,6.49,0.819,427656
3230,9.32,6.92,0.771,427656
3231,9.12,7.56,0.807,1425660
3232,8.19,7.02,0.755,1425660
3233,8.94,6.36,0.7,1425660
3234,8.77,6.07,0.7,1425660
3235,8.46,5.93,0.721,1425660
3236,7.31,5.76,0.333,1425660
3237,8.13,5.17,0.36,1425660
3238,7.41,5.3,0.435,1425660
3239,8.06,5.91,0.531,1425660
3240,6.18,3.62,0.374,1425660
3241,8.36,6.12,0.66,1425660
3242,9.19,4.95,0.539,1425660
3243,8.89,5.51,0.535,1425660
3244,8.81,5.4,0.623,1425660
3245,8.84,4.86,0.597,1425660
3246,8.34,5.05,0.578,1425660
3247,8.09,5.25,0.529,1425660
3248,6.11,4.11,0.448,1425660
3249,4.34,2.7,0.326,1425660
3250,4.76,3.91,0.463,619128
3251,1.35,0.83,0.081,619128
3252,2.87,1.71,0.218,619128
3253,6.11,4.9,0.565,619128
3254,9.3,7.21,0.81,619128
3255,9.24,7.53,0.872,619128
3256,3.04,2.53,0.3,619128
3257,5.06,4.31,0.484,619128
3258,8.83,7.95,0.889,619128
3259,7.69,6.09,0.414,619128
3260,5.85,4.45,0.05,619128
3261,6.57,4.91,0.002,619128
3262,4.23,2.49,0.008,619128
3263,5.49,3.62,0.397,223764
3264,6.35,2.66,0.193,223764
3265,5.03,2.94,0.039,8964
3266,8.27,6.38,0.418,223764
3267,8.8,7.97,0.599,46516
3268,6.01,4.53,0.032,223764
3269,5.97,5.35,0.435,223764
3270,6.32,5.66,0.57,223764
3271,0.22,0.11,0.0,0
3272,0.04,0.01,0.0,0
3273,0.0,0.0,0.0,0
3274,1.29,0.83,0.025,708
3275,2.27,1.43,0.015,708
3276,2.27,1.9,0.003,4108
3277,0.87,0.72,0.003,4108
3278,0.09,0.07,0.0,264
3279,0.3,0.24,0.0,264
3280,3.25,2.85,0.019,8744
3281,4.32,3.88,0.147,8744
3282,3.41,3.21,0.371,490440
3283,8.93,7.81,0.837,490440
3284,9.68,8.18,0.865,490440
3285,9.67,8.29,0.855,490440
3286,8.17,6.54,0.709,490440
3287,6.21,5.38,0.622,490440
3288,3.95,1.86,0.227,490440
3289,1.82,1.15,0.142,490440
3290,4.51,2.08,0.256,490440
3291,7.26,4.05,0.503,490440
3292,8.04,3.58,0.444,490440
3293,4.66,2.1,0.269,490440
3294,4.07,1.02,0.121,490440
3295,8.0,1.9,0.23,490440
3296,6.76,1.0,0.121,490440
3297,1.63,0.11,0.014,490440
3298,4.19,0.48,0.059,14732
3299,5.95,1.05,0.121,14732
3300,4.32,1.91,0.21,14732
3301,0.02,0.01,0.0,249816
3302,6.42,3.29,0.358,249816
3303,3.13,1.6,0.152,249816
3304,0.71,0.59,0.011,249816
3305,5.24,3.38,0.189,249816
3306,8.0,4.75,0.461,634188
3307,7.15,3.5,0.386,634188
3308,8.64,6.74,0.777,634188
3309,8.19,6.7,0.798,634188
3310,8.35,6.42,0.795,634188
3311,3.92,2.84,0.352,634188
3312,5.88,4.91,0.605,94532
3313,2.94,2.17,0.279,94532
3314,7.69,5.55,0.635,427656
3315,9.49,7.65,0.829,427656
3316,8.57,6.47,0.716,1425660
3317,8.99,5.27,0.568,1425660
3318,8.95,6.49,0.713,1425660
3319,8.82,6.95,0.798,1425660
3320,8.67,6.1,0.722,1425660
3321,9.21,6.89,0.786,1425660
3322,9.83,7.41,0.765,1425660
3323,9.76,6.77,0.702,1425660
3324,9.38,6.11,0.66,1425660
3325,9.17,7.61,0.764,1425660
3326,9.15,7.48,0.794,1425660
3327,9.21,6.81,0.774,1425660
3328,8.7,5.49,0.648,1425660
3329,9.38,6.53,0.727,1425660
3330,9.19,6.75,0.762,1425660
3331,9.06,7.76,0.88,1425660
3332,8.92,7.51,0.847,1425660
3333,8.65,5.7,0.651,1425660
3334,8.72,6.56,0.77,619128
3335,8.94,5.88,0.706,619128
3336,8.93,6.95,0.769,619128
3337,8.96,6.21,0.684,619128
3338,8.53,5.02,0.54,619128
3339,9.45,6.29,0.674,619128
3340,9.69,7.23,0.77,619128
3341,8.57,6.66,0.744,619128
3342,6.1,5.15,0.492,619128
3343,8.11,6.77,0.712,619128
3344,4.56,4.15,0.25,619128
3345,7.46,5.93,0.252,619128
3346,7.6,5.93,0.491,619128
